gsm_accession	attribute	occurrence	attribute_order	value
GSM2184782	characteristics_ch1	0	9	subject id: YFV2012002
GSM2184782	characteristics_ch1	1	10	time points: Hour 4
GSM2184782	characteristics_ch1	2	11	groups: G2
GSM2184782	characteristics_ch1	3	12	gender: Male
GSM2184782	molecule_ch1	0	13	total RNA
GSM2184782	extract_protocol_ch1	0	14	After PMBC isolation, 1 × 10^6 PBMC cells were lysed in 1 ml of TRIzol (Life technologies, Carlsbad, CA, USA) immediately and stored at -80℃. The samples were thawed and RNA extracted following the manufacturer’s instructions. The quality of the RNA was assessed by using Nanodrop 2000 Spectrometer (Thermo Scientific, MA, USA) as well as by visualization of the integrity of the 28S and 18S band on Agilent Bioanalyzer 2100 (Agilent technologies, Santa Clara, CA, USA).  Qualified total RNA was further purified by RNeasy micro kit (QIAGEN, GmBH, Germany) and removed genomic contamination by RNase-Free DNase Set (QIAGEN, GmBH, Germany).  The purified RNA was stored at -80℃.
GSM2184782	label_ch1	0	15	biotin
GSM2184782	label_protocol_ch1	0	16	Total RNA were amplified, labeled and purified by using the GeneChip 3’IVT Express Kit (Affymetrix, Santa Clara, CA, USA) followed the manufacturer’s instructions to obtain biotin labeled cRNA.
GSM2184782	taxid_ch1	0	17	9606
GSM2184782	hyb_protocol	0	18	After hybridization on Human PrimeView Arrays for 16 h at 45℃ and 60 rpm in Hybridization Oven 640 (Affymetrix, Santa Clara, CA, USA), slides were washed and stained with a Fluidics Station 450 (Affymetrix, Santa Clara, CA, USA).
GSM2184782	scan_protocol	0	19	Scanning was performed on a seventh-generation GeneChip Scanner 3000 (Affymetrix, Santa Clara, CA, USA). Affymetrix GCOS software was used to perform image analysis and generate raw intensity data.
GSM2184782	data_processing	0	20	Initially, data quality was assessed by background level, 3’ labeling bias, RNA quality and pair-wise correlation among samples. For the PrimeView chip, the customized CDF (version 17, ENTREZG) downloaded from the BrainArray website was performed in probe set mapping. IQR was applied for raw data filtering using the genefilter package, and the threshold was set to remove probes/genes with IQR less than the 20th percentile of the IQR’s across all probes/genes. . Normalization was performed with RMA algorithm that includes global background adjustment and quantile normalization. The resulting matrix showed genes as rows and samples as columns was log2 transformed and used as input for linear modeling using the limma package.The limma package was performed to identify differentially expressed genes (DEG) at any time point post immunization, compared with baseline (Day 0). Empirical Bayes moderation of the standard error and Benjamini and Hochberg false-discovery rate (FDR) correction for multiple testing were employed, and the criteria for differentially expressed genes (DEG) were threshold fold change more than 1.5 and BH adjusted FDR less than 0.01.
GSM2184782	platform_id	0	21	GPL21975
GSM2184782	contact_name	0	22	Yiming,,Shao
GSM2184782	contact_email	0	23	yshao@bjmu.edu.cn
GSM2184782	contact_department	0	24	National Center for AIDS/STD Control and Prevention
GSM2184782	contact_institute	0	25	Chinese Center for Disease Control and Prevention
GSM2184782	contact_address	0	26	No. 155 Changbai Road, Changping District
GSM2184782	contact_city	0	27	Beijing
GSM2184782	contact_state	0	28	Beijing
GSM2184782	contact_zip/postal_code	0	29	102206
GSM2184782	contact_country	0	30	China
GSM2184782	supplementary_file	0	31	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2184nnn/GSM2184782/suppl/GSM2184782_YFV2012002-2.CEL.gz
GSM2184782	data_row_count	0	32	18563
GSM2184783	title	0	0	YFV2012002 PBMC Day 7
GSM2184783	geo_accession	0	1	GSM2184783
GSM2184783	status	0	2	Public on Jun 25 2017
GSM2184783	submission_date	0	3	Jun 02 2016
GSM2184783	last_update_date	0	4	Jun 26 2017
GSM2184783	type	0	5	RNA
GSM2184783	channel_count	0	6	1
GSM2184783	source_name_ch1	0	7	human Day 7
GSM2184783	organism_ch1	0	8	Homo sapiens
GSM2184783	characteristics_ch1	0	9	subject id: YFV2012002
GSM2184783	characteristics_ch1	1	10	time points: Day 7
GSM2184783	characteristics_ch1	2	11	groups: G7
GSM2184783	characteristics_ch1	3	12	gender: Male
GSM2184783	molecule_ch1	0	13	total RNA
GSM2184783	extract_protocol_ch1	0	14	After PMBC isolation, 1 × 10^6 PBMC cells were lysed in 1 ml of TRIzol (Life technologies, Carlsbad, CA, USA) immediately and stored at -80℃. The samples were thawed and RNA extracted following the manufacturer’s instructions. The quality of the RNA was assessed by using Nanodrop 2000 Spectrometer (Thermo Scientific, MA, USA) as well as by visualization of the integrity of the 28S and 18S band on Agilent Bioanalyzer 2100 (Agilent technologies, Santa Clara, CA, USA).  Qualified total RNA was further purified by RNeasy micro kit (QIAGEN, GmBH, Germany) and removed genomic contamination by RNase-Free DNase Set (QIAGEN, GmBH, Germany).  The purified RNA was stored at -80℃.
GSM2184783	label_ch1	0	15	biotin
GSM2184783	label_protocol_ch1	0	16	Total RNA were amplified, labeled and purified by using the GeneChip 3’IVT Express Kit (Affymetrix, Santa Clara, CA, USA) followed the manufacturer’s instructions to obtain biotin labeled cRNA.
GSM2184783	taxid_ch1	0	17	9606
GSM2184783	hyb_protocol	0	18	After hybridization on Human PrimeView Arrays for 16 h at 45℃ and 60 rpm in Hybridization Oven 640 (Affymetrix, Santa Clara, CA, USA), slides were washed and stained with a Fluidics Station 450 (Affymetrix, Santa Clara, CA, USA).
GSM2184783	scan_protocol	0	19	Scanning was performed on a seventh-generation GeneChip Scanner 3000 (Affymetrix, Santa Clara, CA, USA). Affymetrix GCOS software was used to perform image analysis and generate raw intensity data.
GSM2184783	data_processing	0	20	Initially, data quality was assessed by background level, 3’ labeling bias, RNA quality and pair-wise correlation among samples. For the PrimeView chip, the customized CDF (version 17, ENTREZG) downloaded from the BrainArray website was performed in probe set mapping. IQR was applied for raw data filtering using the genefilter package, and the threshold was set to remove probes/genes with IQR less than the 20th percentile of the IQR’s across all probes/genes. . Normalization was performed with RMA algorithm that includes global background adjustment and quantile normalization. The resulting matrix showed genes as rows and samples as columns was log2 transformed and used as input for linear modeling using the limma package.The limma package was performed to identify differentially expressed genes (DEG) at any time point post immunization, compared with baseline (Day 0). Empirical Bayes moderation of the standard error and Benjamini and Hochberg false-discovery rate (FDR) correction for multiple testing were employed, and the criteria for differentially expressed genes (DEG) were threshold fold change more than 1.5 and BH adjusted FDR less than 0.01.
GSM2184783	platform_id	0	21	GPL21975
GSM2184783	contact_name	0	22	Yiming,,Shao
GSM2184783	contact_email	0	23	yshao@bjmu.edu.cn
GSM2184783	contact_department	0	24	National Center for AIDS/STD Control and Prevention
GSM2184783	contact_institute	0	25	Chinese Center for Disease Control and Prevention
GSM2184783	contact_address	0	26	No. 155 Changbai Road, Changping District
GSM2184783	contact_city	0	27	Beijing
GSM2184783	contact_state	0	28	Beijing
GSM2184783	contact_zip/postal_code	0	29	102206
GSM2184783	contact_country	0	30	China
GSM2184783	supplementary_file	0	31	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2184nnn/GSM2184783/suppl/GSM2184783_YFV2012002-7.CEL.gz
GSM2184783	data_row_count	0	32	18563
GSM2184784	title	0	0	YFV2012002 PBMC Day 28
GSM2184784	geo_accession	0	1	GSM2184784
GSM2184784	status	0	2	Public on Jun 25 2017
GSM2184784	submission_date	0	3	Jun 02 2016
GSM2184784	last_update_date	0	4	Jun 26 2017
GSM2184784	type	0	5	RNA
GSM2184784	channel_count	0	6	1
GSM2184784	source_name_ch1	0	7	human Day 28
GSM2184784	organism_ch1	0	8	Homo sapiens
GSM2184784	characteristics_ch1	0	9	subject id: YFV2012002
GSM2184784	characteristics_ch1	1	10	time points: Day 28
GSM2184784	characteristics_ch1	2	11	groups: G9
GSM2184784	characteristics_ch1	3	12	gender: Male
GSM2184784	molecule_ch1	0	13	total RNA
GSM2184784	extract_protocol_ch1	0	14	After PMBC isolation, 1 × 10^6 PBMC cells were lysed in 1 ml of TRIzol (Life technologies, Carlsbad, CA, USA) immediately and stored at -80℃. The samples were thawed and RNA extracted following the manufacturer’s instructions. The quality of the RNA was assessed by using Nanodrop 2000 Spectrometer (Thermo Scientific, MA, USA) as well as by visualization of the integrity of the 28S and 18S band on Agilent Bioanalyzer 2100 (Agilent technologies, Santa Clara, CA, USA).  Qualified total RNA was further purified by RNeasy micro kit (QIAGEN, GmBH, Germany) and removed genomic contamination by RNase-Free DNase Set (QIAGEN, GmBH, Germany).  The purified RNA was stored at -80℃.
GSM2184784	label_ch1	0	15	biotin
GSM2184784	label_protocol_ch1	0	16	Total RNA were amplified, labeled and purified by using the GeneChip 3’IVT Express Kit (Affymetrix, Santa Clara, CA, USA) followed the manufacturer’s instructions to obtain biotin labeled cRNA.
GSM2184784	taxid_ch1	0	17	9606
GSM2184784	hyb_protocol	0	18	After hybridization on Human PrimeView Arrays for 16 h at 45℃ and 60 rpm in Hybridization Oven 640 (Affymetrix, Santa Clara, CA, USA), slides were washed and stained with a Fluidics Station 450 (Affymetrix, Santa Clara, CA, USA).
GSM2184784	scan_protocol	0	19	Scanning was performed on a seventh-generation GeneChip Scanner 3000 (Affymetrix, Santa Clara, CA, USA). Affymetrix GCOS software was used to perform image analysis and generate raw intensity data.
GSM2184784	data_processing	0	20	Initially, data quality was assessed by background level, 3’ labeling bias, RNA quality and pair-wise correlation among samples. For the PrimeView chip, the customized CDF (version 17, ENTREZG) downloaded from the BrainArray website was performed in probe set mapping. IQR was applied for raw data filtering using the genefilter package, and the threshold was set to remove probes/genes with IQR less than the 20th percentile of the IQR’s across all probes/genes. . Normalization was performed with RMA algorithm that includes global background adjustment and quantile normalization. The resulting matrix showed genes as rows and samples as columns was log2 transformed and used as input for linear modeling using the limma package.The limma package was performed to identify differentially expressed genes (DEG) at any time point post immunization, compared with baseline (Day 0). Empirical Bayes moderation of the standard error and Benjamini and Hochberg false-discovery rate (FDR) correction for multiple testing were employed, and the criteria for differentially expressed genes (DEG) were threshold fold change more than 1.5 and BH adjusted FDR less than 0.01.
GSM2184784	platform_id	0	21	GPL21975
GSM2184784	contact_name	0	22	Yiming,,Shao
GSM2184784	contact_email	0	23	yshao@bjmu.edu.cn
GSM2184784	contact_department	0	24	National Center for AIDS/STD Control and Prevention
GSM2184784	contact_institute	0	25	Chinese Center for Disease Control and Prevention
GSM2184784	contact_address	0	26	No. 155 Changbai Road, Changping District
GSM2184784	contact_city	0	27	Beijing
GSM2184784	contact_state	0	28	Beijing
GSM2184784	contact_zip/postal_code	0	29	102206
GSM2184784	contact_country	0	30	China
GSM2184784	supplementary_file	0	31	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2184nnn/GSM2184784/suppl/GSM2184784_YFV2012002-9.CEL.gz
GSM2184784	data_row_count	0	32	18563
GSM2184785	title	0	0	YFV2012004 PBMC Day 0
GSM2184785	geo_accession	0	1	GSM2184785
GSM2184785	status	0	2	Public on Jun 25 2017
GSM2184785	submission_date	0	3	Jun 02 2016
GSM2184785	last_update_date	0	4	Jun 26 2017
GSM2184785	type	0	5	RNA
GSM2184785	channel_count	0	6	1
GSM2184785	source_name_ch1	0	7	human Day 0
GSM2184785	organism_ch1	0	8	Homo sapiens
GSM2184785	characteristics_ch1	0	9	subject id: YFV2012004
GSM2184785	characteristics_ch1	1	10	time points: Day 0
GSM2184785	characteristics_ch1	2	11	groups: G1
GSM2184785	characteristics_ch1	3	12	gender: Female
GSM2184785	molecule_ch1	0	13	total RNA
GSM2184785	extract_protocol_ch1	0	14	After PMBC isolation, 1 × 10^6 PBMC cells were lysed in 1 ml of TRIzol (Life technologies, Carlsbad, CA, USA) immediately and stored at -80℃. The samples were thawed and RNA extracted following the manufacturer’s instructions. The quality of the RNA was assessed by using Nanodrop 2000 Spectrometer (Thermo Scientific, MA, USA) as well as by visualization of the integrity of the 28S and 18S band on Agilent Bioanalyzer 2100 (Agilent technologies, Santa Clara, CA, USA).  Qualified total RNA was further purified by RNeasy micro kit (QIAGEN, GmBH, Germany) and removed genomic contamination by RNase-Free DNase Set (QIAGEN, GmBH, Germany).  The purified RNA was stored at -80℃.
GSM2184785	label_ch1	0	15	biotin
GSM2184785	label_protocol_ch1	0	16	Total RNA were amplified, labeled and purified by using the GeneChip 3’IVT Express Kit (Affymetrix, Santa Clara, CA, USA) followed the manufacturer’s instructions to obtain biotin labeled cRNA.
GSM2184785	taxid_ch1	0	17	9606
GSM2184785	hyb_protocol	0	18	After hybridization on Human PrimeView Arrays for 16 h at 45℃ and 60 rpm in Hybridization Oven 640 (Affymetrix, Santa Clara, CA, USA), slides were washed and stained with a Fluidics Station 450 (Affymetrix, Santa Clara, CA, USA).
GSM2184785	scan_protocol	0	19	Scanning was performed on a seventh-generation GeneChip Scanner 3000 (Affymetrix, Santa Clara, CA, USA). Affymetrix GCOS software was used to perform image analysis and generate raw intensity data.
GSM2184785	data_processing	0	20	Initially, data quality was assessed by background level, 3’ labeling bias, RNA quality and pair-wise correlation among samples. For the PrimeView chip, the customized CDF (version 17, ENTREZG) downloaded from the BrainArray website was performed in probe set mapping. IQR was applied for raw data filtering using the genefilter package, and the threshold was set to remove probes/genes with IQR less than the 20th percentile of the IQR’s across all probes/genes. . Normalization was performed with RMA algorithm that includes global background adjustment and quantile normalization. The resulting matrix showed genes as rows and samples as columns was log2 transformed and used as input for linear modeling using the limma package.The limma package was performed to identify differentially expressed genes (DEG) at any time point post immunization, compared with baseline (Day 0). Empirical Bayes moderation of the standard error and Benjamini and Hochberg false-discovery rate (FDR) correction for multiple testing were employed, and the criteria for differentially expressed genes (DEG) were threshold fold change more than 1.5 and BH adjusted FDR less than 0.01.
GSM2184785	platform_id	0	21	GPL21975
GSM2184785	contact_name	0	22	Yiming,,Shao
GSM2184785	contact_email	0	23	yshao@bjmu.edu.cn
GSM2184785	contact_department	0	24	National Center for AIDS/STD Control and Prevention
GSM2184785	contact_institute	0	25	Chinese Center for Disease Control and Prevention
GSM2184785	contact_address	0	26	No. 155 Changbai Road, Changping District
GSM2184785	contact_city	0	27	Beijing
GSM2184785	contact_state	0	28	Beijing
GSM2184785	contact_zip/postal_code	0	29	102206
GSM2184785	contact_country	0	30	China
GSM2184785	supplementary_file	0	31	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2184nnn/GSM2184785/suppl/GSM2184785_YFV2012004-1.CEL.gz
GSM2184785	data_row_count	0	32	18563
GSM2184786	title	0	0	YFV2012004 PBMC Hour 4
GSM2184786	geo_accession	0	1	GSM2184786
GSM2184786	status	0	2	Public on Jun 25 2017
GSM2184786	submission_date	0	3	Jun 02 2016
GSM2184786	last_update_date	0	4	Jun 26 2017
GSM2184786	type	0	5	RNA
GSM2184786	channel_count	0	6	1
GSM2184786	source_name_ch1	0	7	human Hour 4
GSM2184786	organism_ch1	0	8	Homo sapiens
GSM2184786	characteristics_ch1	0	9	subject id: YFV2012004
GSM2184786	characteristics_ch1	1	10	time points: Hour 4
GSM2184786	characteristics_ch1	2	11	groups: G2
GSM2184786	characteristics_ch1	3	12	gender: Female
GSM2184786	molecule_ch1	0	13	total RNA
GSM2184786	extract_protocol_ch1	0	14	After PMBC isolation, 1 × 10^6 PBMC cells were lysed in 1 ml of TRIzol (Life technologies, Carlsbad, CA, USA) immediately and stored at -80℃. The samples were thawed and RNA extracted following the manufacturer’s instructions. The quality of the RNA was assessed by using Nanodrop 2000 Spectrometer (Thermo Scientific, MA, USA) as well as by visualization of the integrity of the 28S and 18S band on Agilent Bioanalyzer 2100 (Agilent technologies, Santa Clara, CA, USA).  Qualified total RNA was further purified by RNeasy micro kit (QIAGEN, GmBH, Germany) and removed genomic contamination by RNase-Free DNase Set (QIAGEN, GmBH, Germany).  The purified RNA was stored at -80℃.
GSM2184786	label_ch1	0	15	biotin
GSM2184786	label_protocol_ch1	0	16	Total RNA were amplified, labeled and purified by using the GeneChip 3’IVT Express Kit (Affymetrix, Santa Clara, CA, USA) followed the manufacturer’s instructions to obtain biotin labeled cRNA.
GSM2184786	taxid_ch1	0	17	9606
GSM2184786	hyb_protocol	0	18	After hybridization on Human PrimeView Arrays for 16 h at 45℃ and 60 rpm in Hybridization Oven 640 (Affymetrix, Santa Clara, CA, USA), slides were washed and stained with a Fluidics Station 450 (Affymetrix, Santa Clara, CA, USA).
GSM2184786	scan_protocol	0	19	Scanning was performed on a seventh-generation GeneChip Scanner 3000 (Affymetrix, Santa Clara, CA, USA). Affymetrix GCOS software was used to perform image analysis and generate raw intensity data.
GSM2184786	data_processing	0	20	Initially, data quality was assessed by background level, 3’ labeling bias, RNA quality and pair-wise correlation among samples. For the PrimeView chip, the customized CDF (version 17, ENTREZG) downloaded from the BrainArray website was performed in probe set mapping. IQR was applied for raw data filtering using the genefilter package, and the threshold was set to remove probes/genes with IQR less than the 20th percentile of the IQR’s across all probes/genes. . Normalization was performed with RMA algorithm that includes global background adjustment and quantile normalization. The resulting matrix showed genes as rows and samples as columns was log2 transformed and used as input for linear modeling using the limma package.The limma package was performed to identify differentially expressed genes (DEG) at any time point post immunization, compared with baseline (Day 0). Empirical Bayes moderation of the standard error and Benjamini and Hochberg false-discovery rate (FDR) correction for multiple testing were employed, and the criteria for differentially expressed genes (DEG) were threshold fold change more than 1.5 and BH adjusted FDR less than 0.01.
GSM2184786	platform_id	0	21	GPL21975
GSM2184786	contact_name	0	22	Yiming,,Shao
GSM2184786	contact_email	0	23	yshao@bjmu.edu.cn
GSM2184786	contact_department	0	24	National Center for AIDS/STD Control and Prevention
GSM2184786	contact_institute	0	25	Chinese Center for Disease Control and Prevention
GSM2184786	contact_address	0	26	No. 155 Changbai Road, Changping District
GSM2184786	contact_city	0	27	Beijing
GSM2184786	contact_state	0	28	Beijing
GSM2184786	contact_zip/postal_code	0	29	102206
GSM2184786	contact_country	0	30	China
GSM2184786	supplementary_file	0	31	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2184nnn/GSM2184786/suppl/GSM2184786_YFV2012004-2.CEL.gz
GSM2184786	data_row_count	0	32	18563
GSM2184787	title	0	0	YFV2012004 PBMC Day 7
GSM2184787	geo_accession	0	1	GSM2184787
GSM2184787	status	0	2	Public on Jun 25 2017
GSM2184787	submission_date	0	3	Jun 02 2016
GSM2184787	last_update_date	0	4	Jun 26 2017
GSM2184787	type	0	5	RNA
GSM2184787	channel_count	0	6	1
GSM2184787	source_name_ch1	0	7	human Day 7
GSM2184787	organism_ch1	0	8	Homo sapiens
GSM2184787	characteristics_ch1	0	9	subject id: YFV2012004
GSM2184787	characteristics_ch1	1	10	time points: Day 7
GSM2184787	characteristics_ch1	2	11	groups: G7
GSM2184787	characteristics_ch1	3	12	gender: Female
GSM2184787	molecule_ch1	0	13	total RNA
GSM2184787	extract_protocol_ch1	0	14	After PMBC isolation, 1 × 10^6 PBMC cells were lysed in 1 ml of TRIzol (Life technologies, Carlsbad, CA, USA) immediately and stored at -80℃. The samples were thawed and RNA extracted following the manufacturer’s instructions. The quality of the RNA was assessed by using Nanodrop 2000 Spectrometer (Thermo Scientific, MA, USA) as well as by visualization of the integrity of the 28S and 18S band on Agilent Bioanalyzer 2100 (Agilent technologies, Santa Clara, CA, USA).  Qualified total RNA was further purified by RNeasy micro kit (QIAGEN, GmBH, Germany) and removed genomic contamination by RNase-Free DNase Set (QIAGEN, GmBH, Germany).  The purified RNA was stored at -80℃.
GSM2184787	label_ch1	0	15	biotin
GSM2184787	label_protocol_ch1	0	16	Total RNA were amplified, labeled and purified by using the GeneChip 3’IVT Express Kit (Affymetrix, Santa Clara, CA, USA) followed the manufacturer’s instructions to obtain biotin labeled cRNA.
GSM2184787	taxid_ch1	0	17	9606
GSM2184787	hyb_protocol	0	18	After hybridization on Human PrimeView Arrays for 16 h at 45℃ and 60 rpm in Hybridization Oven 640 (Affymetrix, Santa Clara, CA, USA), slides were washed and stained with a Fluidics Station 450 (Affymetrix, Santa Clara, CA, USA).
GSM2184787	scan_protocol	0	19	Scanning was performed on a seventh-generation GeneChip Scanner 3000 (Affymetrix, Santa Clara, CA, USA). Affymetrix GCOS software was used to perform image analysis and generate raw intensity data.
GSM2184787	data_processing	0	20	Initially, data quality was assessed by background level, 3’ labeling bias, RNA quality and pair-wise correlation among samples. For the PrimeView chip, the customized CDF (version 17, ENTREZG) downloaded from the BrainArray website was performed in probe set mapping. IQR was applied for raw data filtering using the genefilter package, and the threshold was set to remove probes/genes with IQR less than the 20th percentile of the IQR’s across all probes/genes. . Normalization was performed with RMA algorithm that includes global background adjustment and quantile normalization. The resulting matrix showed genes as rows and samples as columns was log2 transformed and used as input for linear modeling using the limma package.The limma package was performed to identify differentially expressed genes (DEG) at any time point post immunization, compared with baseline (Day 0). Empirical Bayes moderation of the standard error and Benjamini and Hochberg false-discovery rate (FDR) correction for multiple testing were employed, and the criteria for differentially expressed genes (DEG) were threshold fold change more than 1.5 and BH adjusted FDR less than 0.01.
GSM2184787	platform_id	0	21	GPL21975
GSM2184787	contact_name	0	22	Yiming,,Shao
GSM2184787	contact_email	0	23	yshao@bjmu.edu.cn
GSM2184787	contact_department	0	24	National Center for AIDS/STD Control and Prevention
GSM2184787	contact_institute	0	25	Chinese Center for Disease Control and Prevention
GSM2184787	contact_address	0	26	No. 155 Changbai Road, Changping District
GSM2184787	contact_city	0	27	Beijing
GSM2184787	contact_state	0	28	Beijing
GSM2184787	contact_zip/postal_code	0	29	102206
GSM2184787	contact_country	0	30	China
GSM2184787	supplementary_file	0	31	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2184nnn/GSM2184787/suppl/GSM2184787_YFV2012004-7.CEL.gz
GSM2184787	data_row_count	0	32	18563
GSM2184788	title	0	0	YFV2012004 PBMC Day 28
GSM2184788	geo_accession	0	1	GSM2184788
GSM2184788	status	0	2	Public on Jun 25 2017
GSM2184788	submission_date	0	3	Jun 02 2016
GSM2184788	last_update_date	0	4	Jun 26 2017
GSM2184788	type	0	5	RNA
GSM2184788	channel_count	0	6	1
GSM2184788	source_name_ch1	0	7	human Day 28
GSM2184788	organism_ch1	0	8	Homo sapiens
GSM2184788	characteristics_ch1	0	9	subject id: YFV2012004
GSM2184788	characteristics_ch1	1	10	time points: Day 28
GSM2184788	characteristics_ch1	2	11	groups: G9
GSM2184788	characteristics_ch1	3	12	gender: Female
GSM2184788	molecule_ch1	0	13	total RNA
GSM2184788	extract_protocol_ch1	0	14	After PMBC isolation, 1 × 10^6 PBMC cells were lysed in 1 ml of TRIzol (Life technologies, Carlsbad, CA, USA) immediately and stored at -80℃. The samples were thawed and RNA extracted following the manufacturer’s instructions. The quality of the RNA was assessed by using Nanodrop 2000 Spectrometer (Thermo Scientific, MA, USA) as well as by visualization of the integrity of the 28S and 18S band on Agilent Bioanalyzer 2100 (Agilent technologies, Santa Clara, CA, USA).  Qualified total RNA was further purified by RNeasy micro kit (QIAGEN, GmBH, Germany) and removed genomic contamination by RNase-Free DNase Set (QIAGEN, GmBH, Germany).  The purified RNA was stored at -80℃.
GSM2184788	label_ch1	0	15	biotin
GSM2184788	label_protocol_ch1	0	16	Total RNA were amplified, labeled and purified by using the GeneChip 3’IVT Express Kit (Affymetrix, Santa Clara, CA, USA) followed the manufacturer’s instructions to obtain biotin labeled cRNA.
GSM2184788	taxid_ch1	0	17	9606
GSM2184788	hyb_protocol	0	18	After hybridization on Human PrimeView Arrays for 16 h at 45℃ and 60 rpm in Hybridization Oven 640 (Affymetrix, Santa Clara, CA, USA), slides were washed and stained with a Fluidics Station 450 (Affymetrix, Santa Clara, CA, USA).
GSM2184788	scan_protocol	0	19	Scanning was performed on a seventh-generation GeneChip Scanner 3000 (Affymetrix, Santa Clara, CA, USA). Affymetrix GCOS software was used to perform image analysis and generate raw intensity data.
